frame.encap_type,frame.time_epoch,frame.len,frame.cap_len,eth.src,eth.dst,ip.version,ip.hdr_len,ip.tos,ip.id,ip.flags,ip.flags.rb,ip.flags.df,ip.flags.mf,ip.frag_offset,ip.ttl,ip.proto,ip.checksum,ip.src,ip.dst,ip.len,ip.dsfield,tcp.srcport,tcp.dstport,tcp.hdr_len,tcp.checksum,udp.srcport,udp.dstport,udp.length,udp.checksum,quic
1,1644570368.037861000,1484,1484,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x3ee0,0x00,0,0,0,0,57,6,0x28c9,172.217.166.168,192.168.0.103,1470,0x00,443,61252,32,0xb120,,,,,
1,1644570368.037882000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x2633,192.168.0.103,172.217.166.168,52,0x00,61252,443,32,0x678c,,,,,
1,1644570368.039308000,1484,1484,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x3ee1,0x00,0,0,0,0,57,6,0x28c8,172.217.166.168,192.168.0.103,1470,0x00,443,61252,32,0x9261,,,,,
1,1644570368.039308000,600,600,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x3ee2,0x00,0,0,0,0,57,6,0x2c3b,172.217.166.168,192.168.0.103,586,0x00,443,61252,32,0x2151,,,,,
1,1644570368.039342000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x2633,192.168.0.103,172.217.166.168,52,0x00,61252,443,32,0x5ff0,,,,,
1,1644570368.040047000,105,105,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x260c,192.168.0.103,172.217.166.168,91,0x00,61252,443,32,0x906f,,,,,
1,1644570368.053353000,66,66,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x734f,0x40,0,1,0,0,54,6,0x0524,157.245.109.76,192.168.0.103,52,0x00,443,62487,32,0x07ac,,,,,
1,1644570368.053900000,1514,1514,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x7350,0x40,0,1,0,0,54,6,0xff78,157.245.109.76,192.168.0.103,1500,0x02,443,62487,32,0x9954,,,,,
1,1644570368.053948000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x6e73,192.168.0.103,157.245.109.76,52,0x00,62487,443,32,0xfbec,,,,,
1,1644570368.054128000,1514,1514,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x7351,0x40,0,1,0,0,54,6,0xff77,157.245.109.76,192.168.0.103,1500,0x02,443,62487,32,0x5827,,,,,
1,1644570368.054158000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x6e73,192.168.0.103,157.245.109.76,52,0x00,62487,443,32,0xf64f,,,,,
1,1644570368.054304000,1266,1266,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x7352,0x40,0,1,0,0,54,6,0x006f,157.245.109.76,192.168.0.103,1252,0x02,443,62487,32,0x7b26,,,,,
1,1644570368.054328000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x6e73,192.168.0.103,157.245.109.76,52,0x00,62487,443,32,0xf19b,,,,,
1,1644570368.055063000,537,537,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x7353,0x40,0,1,0,0,54,6,0x0347,157.245.109.76,192.168.0.103,523,0x02,443,62487,32,0xd020,,,,,
1,1644570368.055090000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x6e73,192.168.0.103,157.245.109.76,52,0x00,62487,443,32,0xefb6,,,,,
1,1644570368.055602000,130,130,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x6e31,192.168.0.103,157.245.109.76,116,0x02,62487,443,32,0x12c8,,,,,
1,1644570368.055806000,906,906,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x6b29,192.168.0.103,157.245.109.76,892,0x02,62487,443,32,0x11b6,,,,,
1,1644570368.057458000,1242,1242,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x9864,0x40,0,1,0,0,56,17,0x71a3,104.26.10.240,192.168.0.103,1228,0x00,,,,,443,54983,1208,0x1b4b,quic
1,1644570368.057459000,1242,1242,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x9865,0x40,0,1,0,0,56,17,0x71a2,104.26.10.240,192.168.0.103,1228,0x00,,,,,443,54983,1208,0x4b62,quic
1,1644570368.057459000,1242,1242,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x9866,0x40,0,1,0,0,56,17,0x71a1,104.26.10.240,192.168.0.103,1228,0x00,,,,,443,54983,1208,0x0f41,quic
1,1644570368.057459000,391,391,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x9867,0x40,0,1,0,0,56,17,0x74f3,104.26.10.240,192.168.0.103,377,0x00,,,,,443,54983,357,0x20c2,quic
1,1644570368.057663000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xdb7f,0x00,0,0,0,0,64,17,0x85de,192.168.0.103,172.217.166.168,1278,0x00,,,,,62158,443,1258,0x0601,quic
1,1644570368.057691000,122,122,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0166,0x00,0,0,0,0,64,17,0x648a,192.168.0.103,172.217.166.168,108,0x00,,,,,62158,443,88,0xd0c6,quic
1,1644570368.057696000,863,863,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x690c,0x00,0,0,0,0,64,17,0xf9fe,192.168.0.103,172.217.166.168,849,0x00,,,,,62158,443,829,0x1294,quic
1,1644570368.067094000,87,87,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x7013,0x00,0,0,0,0,64,17,0xd677,192.168.0.103,104.26.10.240,73,0x00,,,,,54983,443,53,0xe804,quic
1,1644570368.081083000,66,66,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x3eed,0x00,0,0,0,0,57,6,0x2e46,172.217.166.168,192.168.0.103,52,0x00,443,61252,32,0x6678,,,,,
1,1644570368.084124000,66,66,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x7354,0x40,0,1,0,0,54,6,0x051f,157.245.109.76,192.168.0.103,52,0x00,443,62487,32,0xf558,,,,,
1,1644570368.084125000,66,66,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x7355,0x40,0,1,0,0,54,6,0x051e,157.245.109.76,192.168.0.103,52,0x00,443,62487,32,0xf216,,,,,
1,1644570368.085012000,145,145,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x7356,0x40,0,1,0,0,54,6,0x04cc,157.245.109.76,192.168.0.103,131,0x02,443,62487,32,0x85d6,,,,,
1,1644570368.085012000,145,145,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x7357,0x40,0,1,0,0,54,6,0x04cb,157.245.109.76,192.168.0.103,131,0x02,443,62487,32,0x1bbf,,,,,
1,1644570368.085077000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x6e73,192.168.0.103,157.245.109.76,52,0x00,62487,443,32,0xeb51,,,,,
1,1644570368.118891000,1292,1292,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0x285e,172.217.166.168,192.168.0.103,1278,0x00,,,,,443,62158,1258,0xb62e,quic
1,1644570368.154696000,1292,1292,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0x285e,172.217.166.168,192.168.0.103,1278,0x00,,,,,443,62158,1258,0x7cd9,quic
1,1644570368.155581000,121,121,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0174,0x00,0,0,0,0,64,17,0x647d,192.168.0.103,172.217.166.168,107,0x00,,,,,62158,443,87,0x0034,quic
1,1644570368.156964000,664,664,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0x2ad2,172.217.166.168,192.168.0.103,650,0x00,,,,,443,62158,630,0x7d32,quic
1,1644570368.156965000,68,68,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0x2d26,172.217.166.168,192.168.0.103,54,0x00,,,,,443,62158,34,0xc5dc,quic
1,1644570368.156966000,429,429,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0x2bbd,172.217.166.168,192.168.0.103,415,0x00,,,,,443,62158,395,0xec74,quic
1,1644570368.157399000,75,75,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xae51,0x00,0,0,0,0,64,17,0xb7cd,192.168.0.103,172.217.166.168,61,0x00,,,,,62158,443,41,0x759e,quic
1,1644570368.157790000,77,77,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xdfcb,0x00,0,0,0,0,64,17,0x8651,192.168.0.103,172.217.166.168,63,0x00,,,,,62158,443,43,0xef5b,quic
1,1644570368.191224000,146,146,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0x2cd8,172.217.166.168,192.168.0.103,132,0x00,,,,,443,62158,112,0xc8e3,quic
1,1644570368.193171000,67,67,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0x2d27,172.217.166.168,192.168.0.103,53,0x00,,,,,443,62158,33,0x5269,quic
1,1644570368.197998000,42,42,1c:3b:f3:ae:c6:f0,ff:ff:ff:ff:ff:ff,,,,,,,,,,,,,,,,,,,,,,,,,
1,1644570368.217329000,75,75,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xf460,0x00,0,0,0,0,64,17,0x71be,192.168.0.103,172.217.166.168,61,0x00,,,,,62158,443,41,0x9c54,quic
1,1644570368.474142000,153,153,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x758a,192.168.0.103,35.186.224.25,139,0x00,61011,443,32,0xae73,,,,,
1,1644570368.474217000,105,105,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x75ba,192.168.0.103,35.186.224.25,91,0x00,61011,443,32,0x5609,,,,,
1,1644570368.474241000,665,665,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x738a,192.168.0.103,35.186.224.25,651,0x00,61011,443,32,0x74c5,,,,,
1,1644570368.516288000,105,105,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0xdbd6,0x00,0,0,0,0,120,6,0xa1e3,35.186.224.25,192.168.0.103,91,0x00,443,61011,32,0x4de5,,,,,
1,1644570368.516356000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x75e1,192.168.0.103,35.186.224.25,52,0x00,61011,443,32,0xb80c,,,,,
1,1644570368.518583000,66,66,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0xdbd4,0x00,0,0,0,0,57,6,0xe10c,35.186.224.25,192.168.0.103,52,0x00,443,61011,32,0xc0b0,,,,,
1,1644570368.519309000,66,66,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0xdbd5,0x00,0,0,0,0,57,6,0xe10b,35.186.224.25,192.168.0.103,52,0x00,443,61011,32,0xc089,,,,,
1,1644570368.521237000,66,66,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0xdbd8,0x00,0,0,0,0,120,6,0xa208,35.186.224.25,192.168.0.103,52,0x00,443,61011,32,0xbdfa,,,,,
1,1644570368.634636000,141,141,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0xdbfc,0x00,0,0,0,0,121,6,0xa039,35.186.224.25,192.168.0.103,127,0x60,443,61011,32,0x9865,,,,,
1,1644570368.634730000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x75e1,192.168.0.103,35.186.224.25,52,0x00,61011,443,32,0xb6d9,,,,,
1,1644570368.634732000,791,791,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0xdbfd,0x00,0,0,0,0,121,6,0x9dae,35.186.224.25,192.168.0.103,777,0x60,443,61011,32,0x7d39,,,,,
1,1644570368.634788000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x75e1,192.168.0.103,35.186.224.25,52,0x00,61011,443,32,0xb40f,,,,,
1,1644570368.635045000,239,239,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0xdbfe,0x00,0,0,0,0,121,6,0x9fd5,35.186.224.25,192.168.0.103,225,0x60,443,61011,32,0x1658,,,,,
1,1644570368.635096000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x75e1,192.168.0.103,35.186.224.25,52,0x00,61011,443,32,0xb358,,,,,
1,1644570368.635373000,105,105,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0xdbff,0x00,0,0,0,0,121,6,0xa03a,35.186.224.25,192.168.0.103,91,0x80,443,61011,32,0xc2aa,,,,,
1,1644570368.635426000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x75e1,192.168.0.103,35.186.224.25,52,0x00,61011,443,32,0xb32f,,,,,
1,1644570368.635938000,105,105,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x75ba,192.168.0.103,35.186.224.25,91,0x00,61011,443,32,0x7c0e,,,,,
1,1644570368.673884000,66,66,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0xdc10,0x00,0,0,0,0,121,6,0xa050,35.186.224.25,192.168.0.103,52,0x80,443,61011,32,0xb8a8,,,,,
1,1644570369.222604000,42,42,1c:3b:f3:ae:c6:f0,ff:ff:ff:ff:ff:ff,,,,,,,,,,,,,,,,,,,,,,,,,
1,1644570370.246425000,42,42,1c:3b:f3:ae:c6:f0,ff:ff:ff:ff:ff:ff,,,,,,,,,,,,,,,,,,,,,,,,,
1,1644570370.280211000,1287,1287,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x39b7,0x00,0,0,0,0,64,17,0x2006,192.168.0.103,172.217.174.78,1273,0x00,,,,,59030,443,1253,0x3881,quic
1,1644570370.280277000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x531c,0x00,0,0,0,0,64,17,0x069c,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0xc321,quic
1,1644570370.280281000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xf4c9,0x00,0,0,0,0,64,17,0x64ee,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0xeb4a,quic
1,1644570370.280305000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x5b33,0x00,0,0,0,0,64,17,0xfe84,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0x08e1,quic
1,1644570370.280307000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x6f5d,0x00,0,0,0,0,64,17,0xea5a,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0xaa2a,quic
1,1644570370.280324000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xd6df,0x00,0,0,0,0,64,17,0x82d8,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0xfd51,quic
1,1644570370.280349000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x42c1,0x00,0,0,0,0,64,17,0x16f7,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0x89e3,quic
1,1644570370.280362000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x46c8,0x00,0,0,0,0,64,17,0x12f0,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0x501a,quic
1,1644570370.280431000,903,903,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x594e,0x00,0,0,0,0,64,17,0x01ef,192.168.0.103,172.217.174.78,889,0x00,,,,,59030,443,869,0x786f,quic
1,1644570370.294643000,1287,1287,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x7047,0x00,0,0,0,0,64,17,0xe975,192.168.0.103,172.217.174.78,1273,0x00,,,,,59030,443,1253,0xe78d,quic
1,1644570370.294675000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xa234,0x00,0,0,0,0,64,17,0xb783,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0xda92,quic
1,1644570370.294677000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x507a,0x00,0,0,0,0,64,17,0x093e,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0x49a9,quic
1,1644570370.294759000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xcee5,0x00,0,0,0,0,64,17,0x8ad2,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0xa1a4,quic
1,1644570370.294778000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x7a8d,0x00,0,0,0,0,64,17,0xdf2a,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0x4208,quic
1,1644570370.296944000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x8ce9,0x00,0,0,0,0,64,17,0xccce,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0x7488,quic
1,1644570370.296975000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x7781,0x00,0,0,0,0,64,17,0xe236,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0x2aed,quic
1,1644570370.296978000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x4e6b,0x00,0,0,0,0,64,17,0x0b4d,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0xef97,quic
1,1644570370.297013000,411,411,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x8a2f,0x00,0,0,0,0,64,17,0xd2f9,192.168.0.103,172.217.174.78,397,0x00,,,,,59030,443,377,0xdfcb,quic
1,1644570370.307647000,1287,1287,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xdded,0x00,0,0,0,0,64,17,0x7bcf,192.168.0.103,172.217.174.78,1273,0x00,,,,,59030,443,1253,0x31b5,quic
1,1644570370.307651000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xa13c,0x00,0,0,0,0,64,17,0xb87b,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0x9c71,quic
1,1644570370.307653000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xc9a8,0x00,0,0,0,0,64,17,0x900f,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0x754c,quic
1,1644570370.307683000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x7add,0x00,0,0,0,0,64,17,0xdeda,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0x5ba8,quic
1,1644570370.309871000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x958e,0x00,0,0,0,0,64,17,0xc429,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0xe1e3,quic
1,1644570370.309874000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xaf5a,0x00,0,0,0,0,64,17,0xaa5d,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0xf475,quic
1,1644570370.309876000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xac83,0x00,0,0,0,0,64,17,0xad34,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0xa2b3,quic
1,1644570370.309900000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xf8f6,0x00,0,0,0,0,64,17,0x60c1,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0x7dfb,quic
1,1644570370.311676000,414,414,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xb9d9,0x00,0,0,0,0,64,17,0xa34c,192.168.0.103,172.217.174.78,400,0x00,,,,,59030,443,380,0xc644,quic
1,1644570370.320618000,1287,1287,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x63f3,0x00,0,0,0,0,64,17,0xf5c9,192.168.0.103,172.217.174.78,1273,0x00,,,,,59030,443,1253,0x4de7,quic
1,1644570370.320623000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x2908,0x00,0,0,0,0,64,17,0x30b0,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0xf354,quic
1,1644570370.320624000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x80c4,0x00,0,0,0,0,64,17,0xd8f3,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0x6881,quic
1,1644570370.320657000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x9683,0x00,0,0,0,0,64,17,0xc334,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0xebb7,quic
1,1644570370.322676000,71,71,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0x257d,172.217.174.78,192.168.0.103,57,0x00,,,,,443,59030,37,0x9859,quic
1,1644570370.322737000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x1547,0x00,0,0,0,0,64,17,0x4471,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0xadda,quic
1,1644570370.322753000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x5873,0x00,0,0,0,0,64,17,0x0145,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0x8e13,quic
1,1644570370.322754000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x8e8a,0x00,0,0,0,0,64,17,0xcb2d,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0x54f7,quic
1,1644570370.322769000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xe555,0x00,0,0,0,0,64,17,0x7462,192.168.0.103,172.217.174.78,1278,0x00,,,,,59030,443,1258,0xa3b7,quic
1,1644570370.324829000,422,422,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x34ea,0x00,0,0,0,0,64,17,0x2834,192.168.0.103,172.217.174.78,408,0x00,,,,,59030,443,388,0x42e2,quic
1,1644570370.328613000,71,71,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0x257d,172.217.174.78,192.168.0.103,57,0x00,,,,,443,59030,37,0x993a,quic
1,1644570370.337190000,68,68,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0x2580,172.217.174.78,192.168.0.103,54,0x00,,,,,443,59030,34,0x0ce1,quic
1,1644570370.337290000,75,75,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x93da,0x00,0,0,0,0,64,17,0xca9e,192.168.0.103,172.217.174.78,61,0x00,,,,,59030,443,41,0x01d3,quic
1,1644570370.342963000,71,71,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0x257d,172.217.174.78,192.168.0.103,57,0x00,,,,,443,59030,37,0x4f92,quic
1,1644570370.351442000,75,75,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0bbd,0x00,0,0,0,0,64,17,0x52bc,192.168.0.103,172.217.174.78,61,0x00,,,,,59030,443,41,0xe499,quic
1,1644570370.351731000,68,68,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0x2580,172.217.174.78,192.168.0.103,54,0x00,,,,,443,59030,34,0x0803,quic
1,1644570370.355487000,71,71,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0x257d,172.217.174.78,192.168.0.103,57,0x00,,,,,443,59030,37,0xba4d,quic
1,1644570370.363726000,68,68,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0x2580,172.217.174.78,192.168.0.103,54,0x00,,,,,443,59030,34,0xf681,quic
1,1644570370.363921000,75,75,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x24dc,0x00,0,0,0,0,64,17,0x399d,192.168.0.103,172.217.174.78,61,0x00,,,,,59030,443,41,0x6e88,quic
1,1644570370.396603000,409,409,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0x242b,172.217.174.78,192.168.0.103,395,0x00,,,,,443,59030,375,0xadf9,quic
1,1644570370.396861000,78,78,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x532d,0x00,0,0,0,0,64,17,0x0b49,192.168.0.103,172.217.174.78,64,0x00,,,,,59030,443,44,0xf9da,quic
1,1644570370.398744000,309,309,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0x248f,172.217.174.78,192.168.0.103,295,0x00,,,,,443,59030,275,0x3499,quic
1,1644570370.401678000,286,286,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0x24a6,172.217.174.78,192.168.0.103,272,0x00,,,,,443,59030,252,0x63d0,quic
1,1644570370.401678000,100,100,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0x2560,172.217.174.78,192.168.0.103,86,0x00,,,,,443,59030,66,0x7865,quic
